Project ID,Project Status,Project Name,Street Number ,Street Name,Street Type,Zip Code,Block,Lot,Supervisor District,City Analysis Neighborhood,Planning Neighborhood,Lead Agency,Program Area,Project Area,Project Type,Housing Tenure,SSP Acquisition Date,Issuance of Notice to Proceed,Issuance of Building Permit,Issuance of First Construction Document,Estimated/Actual Construction Start Date,Estimated Construction Completion,Project Lead Sponsor,Project Co-Sponsor,Project Owner,Planning  Case Number,Property Informaiton Map Link,Planning Entitlements,Entitlement Approval,Section 415 Declaration,Building Permit Number,Project Units,Affordable Units,Market Rate Units,% Affordable,SRO Units,Studio Units,1bd Units,2bd Units,3bd Units,4bd Units,5+ bd Units,Mobility Units,Manager Units,Manager Unit(s) Type,Family Units,Senior Units,TAY Units,Homeless Units,Disabled Units,LOSP Units,Public Housing Replacement Units,20% AMI,30% AMI,40% AMi,50% AMI,55% AMI,60% AMI,80% AMI,90% AMI,100% AMI,105% AMI,110% AMI,120% AMI,130% AMI,150% AMI,AMI Undeclared,Latitude,Longitude,Location
2009-002,(4) Site Work Permit Issued,180 Jones  / 181 Turk,180,Jones,St,94102,343,14,6,Tenderloin,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,,New Construction,Ownership,,,09/09/2015,,03/09/2016,06/29/2019,Eddie Tsang,,,2005.0267,http://propertymap.sfplanning.org/?search=2005.0267,"2005.0267C,2005.0267E,2005.0267K,2005.0267V",03/05/2009,On-site BMR Project,200608230323,37,4,33,11,,,2,2,,,,,,,4,,,,,,,,,,,,,,,4,,,,,,,37.78282592,-122.4121551,"(37.78282592, -122.412155091999)"
2012-026,(6) Complete,2175 Market,2175,Market,St,94114,3543,"025, 026",8,Castro/Upper Market,Castro/Upper Market,MOHCD,Bond Financed Inclusionary Housing,,New Construction,Rental,,01/27/2014,04/17/2013,05/21/2013,05/21/2013,01/30/2015,"FC 2175 Market, LLC",,,2012.011,http://propertymap.sfplanning.org/?search=2012.0110,"2012.0110C,2012.0110E,2012.0110E_3,2012.0110E_5,2012.0110PPA,2012.0110Q,2012.0110S,2012.0110U,2012.0110V",01/17/2013,On-site BMR Project,201207205377,88,18,70,20,,,,,,,,,,,18,,,,,,,,,,18,,,,,,,,,,,,37.76628594,-122.4299134,"(37.766285938, -122.429913430999)"
2017-024,(4) Site Work Permit Issued,980 Folsom,980,Folsom,St,94103,3732,"028, 035, 152",6,South of Market,South of Market,MOHCD,Inclusionary Housing Program,,New Construction,Ownership,,,02/27/2019,,08/28/2019,10/21/2021,Goldman Architecture,,,2013.0977,http://propertymap.sfplanning.org/?search=2013.0977,"2013.0977E,2013.0977ENX,2013.0977PPA,2013.0977SHD,2013.0977TDM,2013.0977U",10/05/2017,On-site BMR Project,201412294587,33,4,29,12,,,2,2,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,37.77907674,-122.4053871,"(37.779076736, -122.405387103999)"
2013-064,(3) Design with Entitlements Approved,2293 Powell,2293,Powell,St,94133,41,154,3,North Beach,North Beach,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,,,12/07/2017,01/31/2020,Cynthia Wong,,,2013.0341,http://propertymap.sfplanning.org/?search=2013.0341,"2013.0341CND,2013.0341E,2013.0341U,2013.0341VAR",12/09/2015,On-site BMR Project,201508103804,17,2,15,12,,,1,1,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,37.80561226,-122.412239,"(37.805612259, -122.412238957999)"
2013-026,(6) Complete,227 Bay,227,Bay,St,94133,40,18,3,North Beach,North Beach,MOHCD,Rental Assistance Demonstration Program (RAD),,Rehabilitation,Rental,11/20/2017,11/01/2015,11/19/2015,,11/01/2015,09/07/2017,Chinatown Community Development Center,,"Bay Street, LP",2015-002980PRJ,http://propertymap.sfplanning.org/?search=2015-002980PRJ,,,,201503060182,50,49,1,98,,47,2,,,,,3,1,Studio,,49,,,,,,,,,49,,,,,,,,,,,,37.80561763,-122.4112958,"(37.805617626, -122.411295811999)"
2017-041,(5) First Construction Document Issued,Hayes Valley South HOPE VI,401,Rose,St,94102,851,12,5,Hayes Valley,Western Addition,MOHCD,Multifamily Rental Program,,Rehabilitation,Rental,,06/29/2020,,,06/29/2020,04/14/2022,McCormack Baron Salazar,San Francisco Housing Development Corporation,"Hayes Valley IV, LP",Not Applicable,,,,,,110,109,1,99,,,16,69,17,7,,11,1,3bd,109,,,,,,,,,,66,,43,,,,,,,,,,37.77417743,-122.4283683,"(37.774177426, -122.428368349999)"
2005-022,(6) Complete,Wilson Building,973,Market,St,94102,3704,69,6,South of Market,South of Market,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,01/12/2012,,07/12/2012,09/05/2014,Raintree Partners,,,2004.092,http://propertymap.sfplanning.org/?search=2004.0920,"2004.0920E,2004.0920V,2004.0920X",09/15/2005,On-site BMR Project,201201122110,67,7,60,10,,5,2,,,,,,,,7,,,,,,,,,,,7,,,,,,,,,,,37.78242407,-122.4093502,"(37.782424065, -122.409350164999)"
1989-003,(6) Complete,Abel Gonzales Apartments,1045,Capp,St,94110,6527,46,9,Mission,Mission,MOHCD,Bond Financed Multifamily Housing,,Rehabilitation,Rental,,08/01/2019,,,08/01/2019,10/31/2020,Mission Housing Development Corporation,,Mission Housing Development Corporation,Not Yet Available,,,,,,30,30,,100,,9,21,,,,,,1,1bd,,30,,,,,,,,,30,,,,,,,,,,,,37.7500123,-122.4168272,"(37.750012299, -122.416827188999)"
2016-095,(2) Predevelopment Feasibility,"HPSY I, Block 56",11,Innes,Ct,94124,4591C,217,10,Bayview Hunters Point,Bayview,OCII,Multifamily Rental Program,HP Shipyard Phase 1,New Construction,Unknown,,12/01/2021,,,12/01/2021,12/15/2023,Mercy Housing California,San Francisco Housing Dev. Corporation,Mercy Housing California/San Francisco Housing Dev. Corp.,Not Applicable,,,,,,73,72,1,99,,4,18,31,16,2,1,,1,2bd,72,,,,,,,,,,72,,,,,,,,,,,,37.72732121,-122.3684248,"(37.727321206, -122.368424805999)"
2011-004,(4) Site Work Permit Issued,Parkmerced - Phase IA & 1B,3711,19th,Ave,94132,,,7,Lakeshore,Lakeshore,MOHCD,Inclusionary Housing Program,,New Construction,Unknown,,,10/29/2018,,,,Maximus,,,2008.0021,http://propertymap.sfplanning.org/?search=2008.0021,"2008.0021C,2008.0021E,2008.0021E_11,2008.0021E_3,2008.0021E_5,2008.0021E_7,2008.0021E_9,2008.0021K,2008.0021M,2008.0021P,2008.0021T,2008.0021U,2008.0021U_3,2008.0021W,2008.0021Z",02/10/2011,"On-site BMR Project, Fee Payment","201510230639, 201510230640, 201510260810, 201511092111, 201511132572",957,48,909,5,,10,21,11,6,,,,,,48,,,,,,,,,,,,48,,,,,,,,,,37.71701001,-122.4789231,"(37.717010014, -122.478923092999)"
2021-014,(2) Predevelopment Feasibility,1005 Powell,1009,Powell,St,94108,212,8,3,Nob Hill,Nob Hill,MOHCD,Big Sites Program,,Rehabilitation,Rental,11/30/2021,,,,,,Chinatown Community Development Center,,,,,,,,,64,63,1,98,64,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,37.79398,-122.40981,"(37.79398, -122.40981)"
2016-028,(4) Site Work Permit Issued,1601 Mission,1601,Mission,St,94103,3514,43,6,Mission,Mission,MOHCD,Inclusionary Housing Program,,New Construction,Unknown,,,04/04/2019,,10/03/2019,11/26/2021,Trumark Urban,,,2014.1121,http://propertymap.sfplanning.org/?search=2014.1121,"2014.1121CND,2014.1121CUA,2014.1121DNX,2014.1121ENV,2014.1121PPA,2014.1121U,2014.1121VAR",04/07/2016,Fee Payment,201612165221,220,,220,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.77204073,-122.4187632,"(37.772040732, -122.418763247999)"
2013-005,(6) Complete,1731 Powell,1731,Powell,St,94133,101,051-070 (20 parcels),3,Chinatown,Russian Hill,MOHCD,Inclusionary Housing Program,,New Construction,Unknown,,,02/24/2015,06/30/2016,06/30/2016,12/19/2018,,,Mission Housing Development Corporation,2013.005,http://propertymap.sfplanning.org/?search=2013.0050,"2013.0050C,2013.0050CND,2013.0050F,2013.0050T,2013.0050Z",02/14/2013,Fee Payment,200908124639,19,,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.80068262,-122.4112875,"(37.800682623, -122.411287503999)"
2009-005,(6) Complete,2655 Bush,2655,Bush,St,94104,1052,"052, 053",2,Pacific Heights,Western Addition,MOHCD,Inclusionary Housing Program,,New Construction,Unknown,,,06/18/2013,01/10/2014,01/10/2014,02/27/2017,AREOF VI Bush Street LLC,,,2005.1106,http://propertymap.sfplanning.org/?search=2005.1106,"13-078,13-079,2005.1106C,2005.1106E,2005.1106E_3,2005.1106E_4,2005.1106K",07/16/2009,Fee Payment,201211093966,81,,81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.78582138,-122.44077,"(37.78582138, -122.440769976999)"
2016-134,(1) Preliminary Phase,"CP-02 ""Outfield""",,Address not yet assigned,,94124,,,10,Bayview Hunters Point,Bayview,OCII,OCII Inclusionary Rental Program,Candlestick Point,New Construction,Unknown,,04/01/2022,,,04/01/2022,09/23/2023,,,,Not Applicable,,,,,,579,58,521,10,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,58,,,,37.71352981,-122.3852159,"(37.71352981, -122.385215851999)"
2015-033a,(5) First Construction Document Issued,290 Malosi (Sunnydale - Block 6),242,Hahn,St,94134,6312,10,10,Visitacion Valley,Visitacion Valley,MOHCD,HOPE SF,,New Construction,Rental,,12/05/2019,02/15/2019,11/25/2019,11/25/2019,12/01/2021,Mercy Housing California,Related California,"Sunnydale Block 6 Housing Partnership, LP",2010.0305,http://propertymap.sfplanning.org/?search=2010.0305,,03/03/2017,,,168,167,1,99,,,21,95,40,11,,23,1,3bd,167,,,,,,125,,,,126,,,41,,,,,,,,,37.7110916,-122.4173762,"(37.711091598, -122.417376167999)"
2015-043,(5) First Construction Document Issued,1532 Harrison,1532,Harrison,St,94103,3521,56,6,Mission,South of Market,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,07/28/2017,12/01/2017,12/01/2017,04/28/2021,"Joe Peters; Build, Inc.",,,2013.139,http://propertymap.sfplanning.org/?search=2013.1390,"2013.1390CUA,2013.1390CUA_2,2013.1390E,2013.1390IKA,2013.1390PPA,2013.1390U",10/08/2015,On-site BMR Project,201607253262,136,22,114,16,,10,3,9,,,,,,,22,,,,,,,,,,,,,,22,,,,,,,,37.7704839,-122.4133163,"(37.770483896, -122.413316346999)"
2018-002,(4) Site Work Permit Issued,229 Ellis,229,Ellis,St,94102,331,001A,6,Tenderloin,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,,,03/20/2020,05/14/2022,"Reuben, Junius & Rose, LLP",,,2016-007593PRJ,http://propertymap.sfplanning.org/?search=2016-007593PRJ,,03/22/2018,Fee Payment,,55,,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.78501273,-122.4099477,"(37.785012731, -122.409947659999)"
2019-027,(3) Design with Entitlements Approved,2300 Harrison St,2300,Harrison,St,94110,3593,1,9,Mission,Mission,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,,,12/10/2021,02/03/2024,"Reuben, Junius & Rose, LLP",,"562 Mission Street, LLC",2016-010589PRJ,http://propertymap.sfplanning.org/?search=2016-010589PRJ,,12/12/2019,On-site BMR Project,,24,3,21,13,,,2,1,,,,,,,3,,,,,,,,,,3,,,,,,,,,,,,37.75946,-122.4126,"(37.75946, -122.4126)"
2015-003,(5) First Construction Document Issued,800 Indiana,800,Indiana,St,94107,4105,9,10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary Housing Program,,New Construction,Unknown,,,10/09/2015,01/06/2016,01/06/2016,06/29/2019,Avalon Bay Communities,,,2011.1374,http://propertymap.sfplanning.org/?search=2011.1374,"2011.1374CND,2011.1374E,2011.1374E_3,2011.1374E_5,2011.1374K,2011.1374U,2011.1374X",01/08/2015,Fee Payment,201406259383,326,,326,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.75919641,-122.391729,"(37.759196412, -122.391729047999)"
2018-051,(4) Site Work Permit Issued,4101 3rd St,4101,3rd,St,94124,5260,1,10,Bayview Hunters Point,Bayview,OCII,Inclusionary Housing Program,,New Construction,Rental,,,06/30/2020,,12/29/2020,02/22/2023,Jack Tseng,,,Not applicable,,,08/07/2018,On-site BMR Project,201912179714,32,5,27,16,,,2,3,,,,,,,5,,,,,,,,,,,,5,,,,,,,,,,37.73984,-122.38865,"(37.73984, -122.38865)"
2016-007,(5) First Construction Document Issued,2177 3rd (aka 700 Illinois),2177,3rd,St,94107,4045,3,10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary Housing Program,,New Construction,Ownership,,,06/08/2017,12/27/2017,12/27/2017,07/15/2020,"M. Gaehwiler Construction, Inc.",,,2013.0784,http://propertymap.sfplanning.org/?search=2013.0784,"2013.0784CND,2013.0784E,2013.0784K,2013.0784U,2013.0784X",07/20/2017,"On-site BMR Project, Fee Payment",201306210213,114,8,106,7,,1,4,3,,,,,,,8,,,,,,,,,,,,,,8,,,,,,,,37.76223553,-122.388291,"(37.76223553, -122.388291038999)"
2017-005,(6) Complete,2217-2221 Mission,2217-2221,Mission,St,94110,3590,33,9,Mission,Mission,MOHCD,Small Sites Program,,Rehabilitation,Rental,05/12/2017,07/18/2018,,,07/18/2018,06/14/2019,Mission Economic Development Agency,,"MEDA Small Properties, LLC",Not Applicable,,,,,,8,8,,100,,,7,1,,,,,,,8,,,,,,,,,,,,,8,,,,,,,,,37.7614671,-122.4189684,"(37.761467104, -122.418968360999)"
2020-032,(4) Site Work Permit Issued,986 South Van Ness,986,South Van Ness,Ave,94110,3610,10,9,Mission,Mission,MOHCD,Inclusionary Housing Program,,New Construction,Ownership,,,12/14/2020,,06/14/2021,08/08/2023,986 South Van Ness LLC,,,2018-012918PRJ,,,08/23/2020,On-site BMR Project,201809140274,15,2,13,13,,,1,1,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,37.75742,-122.41705,"(37.75742, -122.41705)"
2020-019,(1) Preliminary Phase,Balboa Reservoir Building A,,Address not yet assigned,,94112,,,7,West of Twin Peaks,West of Twin Peaks,MOHCD,Multifamily Rental Program,,New Construction,Rental,,,,,,,BRIDGE Housing Corporation,,,Not Yet Available,,,,,,181,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,,,"(0.0, 0.0)"
2011-020,(6) Complete,Thirty-five Dolores,25-35,Dolores,St,94103,3534,139-144 (41 parcels),8,Mission,Mission,MOHCD,Inclusionary Housing Program,,New Construction,Ownership,,,12/27/2012,,06/27/2013,08/21/2015,,,,2006.0848,http://propertymap.sfplanning.org/?search=2006.0848,"2006.0848C,2006.0848E,2006.0848E_3,2006.0848V",04/07/2011,On-site BMR Project,201205180774,37,4,33,11,,,1,3,,,,,,,4,,,,,,,,,,,,,,,4,,,,,,,37.76856011,-122.4263082,"(37.76856011, -122.426308195999)"
2015-010,(4) Site Work Permit Issued,19-25 Mason  & 2-16 Turk,19-25,Mason,St,94102,340,2,6,Tenderloin,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,,New Construction,Unknown,,,12/05/2018,,06/05/2019,07/29/2021,"American Pacific International Capital, Inc.",,,2012.0678,http://propertymap.sfplanning.org/?search=2012.0678,"2012.0678C,2012.0678E,2012.0678K,2012.0678PPA,2012.0678U,2012.0678V,2012.0678X",04/16/2015,Fee Payment,201711093594,155,,155,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.78368736,-122.4095747,"(37.783687362, -122.409574739999)"
2016-025,(6) Complete,1500 Cortland,1500,Cortland,Ave,94110,5690,44,9,Bernal Heights,Bernal Heights,MOHCD,Small Sites Program,,Rehabilitation,Rental,07/22/2016,06/12/2017,,,06/12/2017,10/15/2017,Mission Economic Development Agency,,"MEDA Small Properties, LLC",Not Applicable,,,,,,4,4,,100,,,2,2,,,,,,,4,,,,,,,,,,,,,4,,,,,,,,,37.73958386,-122.4093205,"(37.739583861, -122.409320534999)"
2013-038,(6) Complete,1750 McAllister,1750,McAllister,St,94115,1157,"007, 008",5,Western Addition,Western Addition,MOHCD,Rental Assistance Demonstration Program (RAD),,Rehabilitation,Rental,10/07/2016,11/07/2016,11/01/2016,11/01/2016,11/01/2016,04/10/2019,Community Housing Partnership,,"1750 McAllister, LP",2015-012129PRJ,http://propertymap.sfplanning.org/?search=2015-012129PRJ,2015-012129VAR,,,201509025870,97,97,,100,,75,21,1,,,,10,,,,,,,,,,,,,97,,,,,,,,,,,,37.77777025,-122.4405381,"(37.777770253, -122.440538110999)"
2016-039,(6) Complete,El Dorado,150,9th,St,94103,3509,7,6,South of Market,South of Market,MOHCD,Multifamily Rental Program,,Rehabilitation,Rental,,07/01/2019,,,07/01/2019,12/30/2020,Conard House,,Conard House Development Corp,Not Applicable,,,,,,57,57,,100,57,,,,,,,,,,57,,,10,,,,,,,,,,57,,,,,,,,,37.77536957,-122.414113,"(37.77536957, -122.414112965999)"
2018-016,(4) Site Work Permit Issued,2750 19th St,2750,19th,St,94110,4023,004A,10,Mission,Mission,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,04/15/2020,,10/14/2020,12/08/2022,"Reuben, Junius & Rose, LLP",,,2014-001400ENX,http://propertymap.sfplanning.org/?search=2014-001400ENX,,08/23/2018,On-site BMR Project,201712156665,60,11,49,18,,,6,5,,,,,,,11,,,,,,,,,,,11,,,,,,,,,,,37.76079955,-122.409716,"(37.760799555, -122.409716033999)"
2016-056,(6) Complete,3182-3198 24th,3182-3198,24th,St,94110,3641,23,9,Mission,Mission,MOHCD,Small Sites Program,,Rehabilitation,Rental,05/01/2017,04/08/2019,,,04/08/2019,08/01/2020,Mission Economic Development Agency,,"MEDA Small Properties, LLC",Not Applicable,,,,,,8,8,,100,,4,2,,2,,,,,,8,,,,,,,,,,,,,8,,,,,,,,,37.75251738,-122.41597,"(37.752517381, -122.415969976999)"
2018-001,(4) Site Work Permit Issued,1965 Market,1965,Market,St,94103,3534,58,8,Mission,Mission,MOHCD,Inclusionary Housing Program,,New Construction,"Ownership, Rental",,,07/11/2019,,01/09/2020,03/04/2022,Keller Grover Properties,,,2015-002825PRJ,http://propertymap.sfplanning.org/?search=2015-002825PRJ,"2015-002825CUA,2015-002825ENV,2015-002825PPA",01/18/2018,On-site BMR Project,201806081368,96,14,82,15,,,8,6,,,,,,,14,,,,,,,,,,,,,14,,,,,,,,,37.76943148,-122.4257747,"(37.769431478, -122.425774664999)"
2017-033,(5) First Construction Document Issued,793 South Van Ness,793,South Van Ness,Ave,94110,3591,24,9,Mission,Mission,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,12/05/2018,01/30/2020,01/30/2020,03/25/2022,Farella Braun + Martell LLP,,,2015-001360PRJ,http://propertymap.sfplanning.org/?search=2015-001360PRJ,"2015-001360CUA,2015-001360ENV,2015-001360PPA,2015-001360TDM",12/14/2017,On-site BMR Project,201805159202,75,11,64,15,,,7,4,,,,,,,11,,,,,,,,,,,11,,,,,,,,,,,37.76067284,-122.4167012,"(37.76067284, -122.416701194999)"
2007-004,(6) Complete,Rene Cazenave Apts (Transbay Block 11A),25,Essex,St,94105,3749,503,6,Financial District/South Beach,Financial District,OCII,Multifamily Rental Program,Transbay,New Construction,Rental,,10/17/2011,06/08/2011,10/17/2011,10/17/2011,12/16/2013,Community Housing Partnership,BRIDGE Housing Corporation,"25 Essex, LP",Not Applicable,,,,,201003158191,120,120,,100,,108,12,,,,,12,,,120,,,120,,120,,,,,120,,,,,,,,,,,,37.78639383,-122.3951319,"(37.786393828, -122.395131899999)"
2013-055,(6) Complete,2353 Lombard,2353,Lombard,St,94123,512,61,2,Marina,Marina,MOHCD,Inclusionary Housing Program,,New Construction,Unknown,,,07/25/2014,02/06/2015,02/06/2015,10/28/2016,,,,2009.1177,http://propertymap.sfplanning.org/?search=2009.1177,"2009.1177C,2009.1177E,2009.1177S,2009.1177V",12/19/2013,Fee Payment,201401297354,21,,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.79905621,-122.4400302,"(37.799056207, -122.440030155999)"
2015-065,(4) Site Work Permit Issued,530 Brannan,530,Brannan,St,94107,3777,107-138 (32 parcels),6,South of Market,South of Market,MOHCD,Inclusionary Housing Program,,New Construction,Unknown,,,12/30/2016,,06/30/2017,08/24/2019,Essex Property Trust,,,2014-000035PRJ,http://propertymap.sfplanning.org/?search=2014-000035PRJ,,06/11/2015,Fee Payment,201409106016,26,,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.77806178,-122.3974521,"(37.778061779, -122.397452125999)"
2013-033,(6) Complete,990 Pacific,990,Pacific,Ave,94133,159,44,3,Chinatown,Nob Hill,MOHCD,Rental Assistance Demonstration Program (RAD),,Rehabilitation,Rental,11/20/2015,11/01/2015,12/01/2015,,11/01/2015,02/01/2018,Chinatown Community Development Center,,"Pacific Avenue, LP",2015-004289PRJ,http://propertymap.sfplanning.org/?search=2015-004289PRJ,,,,201504012567,92,91,1,99,,74,17,,,,,7,1,1bd,,91,,,,,,,,,91,,,,,,,,,,,,37.79660163,-122.4113858,"(37.79660163, -122.411385827999)"
2006-021b,(6) Complete,Hunters View Phase IIA- 7a-7d & 11e-11f,140,Middle Point,Rd,94124,4624,"052, 053",10,Bayview Hunters Point,Bayview,MOHCD/OCII,HOPE SF,,New Construction,Rental,,01/01/2015,11/03/2014,03/12/2015,03/12/2015,06/09/2017,John Stewart Company,Devine & Gong/Ridgepoint,"HV Partners2, LP",2009.1075,http://propertymap.sfplanning.org/?search=2009.1075,2009.1075F,06/12/2008,,,107,106,1,99,,,30,31,34,10,1,,1,2bd,106,,,,5,,80,,,,26,,,80,,,,,,,,,37.73578482,-122.3797739,"(37.735784821, -122.379773929999)"
2008-026,(6) Complete,1266 9th,1266,9th,Ave,94122,1742,43,5,Inner Sunset,Inner Sunset,MOHCD,Inclusionary Housing Program,,New Construction,Unknown,,,12/09/2010,03/01/2012,03/01/2012,03/28/2014,Prado Group,,,2007.1397,http://propertymap.sfplanning.org/?search=2007.1397,"2007.1397C,2007.1397E",10/16/2008,Fee Payment,200912183521,15,,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.76457506,-122.4660191,"(37.764575058, -122.466019053999)"
2017-028,(3) Design with Entitlements Approved,888 Tennessee,888,Tennessee,St,94107,4060,1,10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary Housing Program,,New Construction,Ownership,,,,,10/18/2019,12/11/2021,"Reuben, Junius & Rose, LLP",,,2013.0975,http://propertymap.sfplanning.org/?search=2013.0975,"2013.0975COA,2013.0975E,2013.0975ENX,2013.0975SHD,2013.0975TDM,2013.0975U",10/19/2017,On-site BMR Project,201808207808,110,17,93,15,,3,7,6,1,,,,,,17,,,,,,,,,,,,,,17,,,,,,,,37.76076626,-122.3899847,"(37.760766264, -122.389984666999)"
2014-020,(4) Site Work Permit Issued,325 Fremont,325,Fremont,St,94105,3747,12,6,Financial District/South Beach,Financial District,MOHCD,Inclusionary Housing Program,,New Construction,Unknown,,,03/21/2017,,09/19/2017,11/13/2019,Fremont 325 Development LLC,,,2012.1025,http://propertymap.sfplanning.org/?search=2012.1025,"2012.1025E,2012.1025E_3,2012.1025GPR,2012.1025LLA,2012.1025U,2012.1025V,2012.1025X",07/17/2014,Fee Payment,201605046495,118,,118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.78783844,-122.393031,"(37.787838445, -122.393031007999)"
2014-013,(6) Complete,2101-2155 Webster,2101-2155,Webster,St,94115,677,"122, 123, 124, 125",2,Pacific Heights,Western Addition,MOHCD,Inclusionary Housing Program,,New Construction,Ownership,,,12/02/2014,01/06/2015,01/06/2015,09/22/2016,Trumark Urban,,,2013.0227,http://propertymap.sfplanning.org/?search=2013.0227,"2013.0227C,2013.0227E,2013.0227K,2013.0227U",05/05/2014,Fee Payment,"201311222660, 201406057550, 201406057554, 201406057555",76,,76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.79026715,-122.4331765,"(37.790267154, -122.433176510999)"
2004-009,(6) Complete,Millwheel North,1275-1301,Indiana,St,94107,4228,"202, 203",10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary Housing Program,,New Construction,Ownership,,,05/23/2007,09/04/2007,09/04/2007,08/28/2014,,,,2002.1303,http://propertymap.sfplanning.org/?search=2002.1303,"2002.1303C,2002.1303D,2002.1303E",07/01/2004,On-site BMR Project,200212244171,39,5,34,13,,,,4,1,,,,,,5,,,,,,,,,,,,,,,5,,,,,,,37.75417342,-122.3903456,"(37.754173424, -122.390345622999)"
2017-045,(2) Predevelopment Feasibility,730 Stanyan,700-730,Stanyan,St,94117,1249,24,5,Haight Ashbury,Haight Ashbury,MOHCD,Multifamily Rental Program,,New Construction,Rental,,04/01/2023,,,04/01/2023,09/01/2025,Chinatown Community Development Center,Tenderloin Neighborhood Development Corporation,,Not Yet Available,,,,,,120,119,1,99,,15,38,36,30,,,,1,1bd,89,,30,20,,40,,,,,,,,,,,,,,,,119,37.76874686,-122.4530663,"(37.768746857, -122.453066286999)"
2016-008,(6) Complete,St Francis of Assisi,145,Guerrero,St,94103,3533,37,8,Mission,Mission,MOHCD,Bond Financed Multifamily Housing,,Rehabilitation,Rental,,11/01/2016,,,11/01/2016,06/30/2019,Mercy Housing California,,"Mercy Housing 69, LP",Not Applicable,,,,,,110,108,2,98,,,108,,,,,,2,2bd,,108,,,,,,,,,56,,52,,,,,,,,,,37.76892246,-122.4238741,"(37.768922456, -122.423874059999)"
